,genes,importance
750,ISG15,0.0009286888458064477
58,ADGRE5,0.0009262288476512421
1739,SUSD3,0.0009262257659596035
196,C16orf87,0.0009226614047206885
533,FAS,0.0009140451711292071
235,CCDC141,0.000912439930472019
748,IRS2,0.0009076079308043724
765,JAM3,0.0009065249308609421
245,CCND2,0.0009045973784070299
668,HMOX2,0.0008991913261081202
345,CREB3L2,0.0008962887514926379
757,ITGB2.AS1,0.000887309871193552
228,CASP4LP,0.0008827561346288331
600,GLRX3,0.0008811400022719534
593,GEN1,0.0008787750812310403
73,AK6,0.0008769874968108579
1166,PPP1R14A,0.0008768842411949159
191,BTN3A1,0.0008715597955195261
474,ECE1,0.0008695316580498037
1141,PLIN2,0.000867021755239631
835,LINC00653,0.0008665438021601869
1061,OGFOD3,0.00086438514850551
552,FGL2,0.0008535027524947037
1796,TLE3,0.0008509225988862753
431,DENND1B,0.0008477778403896513
1208,PYHIN1,0.0008438333381043445
502,EPB41L2,0.0008369695075033973
1329,RP11.16E12.2,0.0008337872026867029
485,EHD3,0.0008266855475191845
1661,SLC52A2,0.0008185242526251911
1018,NFE2L1,0.0008028229652421012
1183,PRKD2,0.0008004747784421774
414,CTSC,0.0007998949026982077
1000,NCF2,0.0007993669168944328
1014,NETO1,0.000795042693547067
674,HOTAIRM1,0.0007935201353008408
1625,SIGLEC10,0.0007930317143179276
1868,TUBA1C,0.0007926732825058509
329,COL9A3,0.0007857452874883625
622,GRAMD1C,0.0007849217766489463
1201,PTP4A3,0.0007755224349594243
450,DPH7,0.0007717569165244207
413,CTPS1,0.000770680591278095
1908,VGLL4,0.0007679728450351845
1786,TFRC,0.000766635214188044
646,HCK,0.000757481257489518
1151,POLH,0.0007444923965016224
907,LY96,0.00074448093932781
1047,NT5E,0.0007420071971346998
990,NABP1,0.0007411480389195242
1838,TOX,0.0007349877991736568
1827,TNFRSF1B,0.0007319098024426489
1250,RILPL2,0.000727470105101958
1230,RDX,0.0007237654583022349
124,ARID3A,0.0007110667316743483
252,CD200,0.0007087903982330003
306,CISD1,0.000708075729646751
284,CEP76,0.0007073096335892101
253,CD200R1,0.0007027055133121324
992,NAIF1,0.000701223256551549
227,CASP10,0.0006995998058888848
585,GAS6.AS1,0.0006965128455294438
1109,PFKFB2,0.000689005984215285
1717,SRPRB,0.0006803345997572771
1636,SLC15A4,0.00067991356088133
1829,TNFSF9,0.0006784900776413586
488,EIF2B2,0.0006761389360603212
1217,RAB5IF,0.0006738732853112194
1843,TPGS2,0.000672335726839087
67,AGMAT,0.0006715352809793923
83,ALPK1,0.0006710237045298111
798,KLHL18,0.0006681776571095356
110,AP1S3,0.000662012367838634
530,FAM72B,0.0006616656733764466
1930,YEATS2,0.0006596770783532787
206,C22orf46,0.0006588107697896216
1979,ZNF598,0.0006586997995881329
889,LPXN,0.0006555083345869655
213,C9orf85,0.0006542223367607966
1010,NEDD4L,0.0006467475221565966
1728,STAMBPL1,0.0006456513387920711
801,KLK1,0.0006436390432992127
941,MGAT4A,0.0006433943795724046
583,GARS1,0.0006429932838097397
1692,SOCS3,0.0006414356302446663
1143,PLXNC1,0.0006371873083634398
463,DUSP2,0.0006340729828728815
276,CEACAM21,0.000633075110076688
78,ALDH18A1,0.0006326712194210521
43,ACAP3,0.0006304133990137432
232,CCDC107,0.000618877405651076
1624,SHISA8,0.0006178628048987047
672,HOMER3,0.0006128393038404722
1844,TRAC,0.0005979962370915948
741,INTS13,0.0005962411237865248
1278,RNF5,0.0005939726090590546
1170,PPP5C,0.0005923119687896025
514,EVI2A,0.0005832137413873293
218,CAMK4,0.0005824633024265019
1057,OAS1,0.0005717319968706192
1075,PAG1,0.0005714864071928355
322,CNTNAP2,0.0005707986483417068
890,LRP8,0.0005706764624534442
460,DUS2,0.0005650009200031898
1029,NMRAL1,0.0005581919711528379
1869,TUBB2A,0.0005559068692526281
1125,PIP5K1B,0.0005557302430366893
1056,NXPH4,0.0005555312095216846
499,ENOSF1,0.0005539244827232286
770,KANSL1L,0.0005511600547805477
1092,PCED1B,0.0005511298983427903
231,CCDC102A,0.0005471286458979161
736,IL7R,0.0005429893349241165
1115,PHACTR2,0.0005397757898764168
507,ESAM,0.0005378742652519686
1204,PTTG1,0.0005355302560502904
1080,PARP3,0.0005331727439712322
1839,TP53I11,0.0005287082601401079
546,FDXACB1,0.0005279748727516342
0,ABCB8,0.0005253506374024368
1076,PAPSS1,0.0005252476998767775
838,LINC00996,0.0005252366229331344
787,KIF1C,0.0005217362282856247
193,BTNL9,0.000520122725185751
1997,ZNF827,0.000520101084985977
487,EIF2AK3.DT,0.0005200843873861825
611,GPM6A,0.0005123354600970224
1181,PRKCD,0.0005116999025817847
1662,SLC5A3,0.0005096513298278606
55,ADARB1,0.0005065372647768471
789,KIF3B,0.0005053938928713419
468,DYNLT2B,0.0005006625802860128
350,CRYL1,0.0005005065100967492
1589,SCAF1,0.0004986287525701905
1687,SNTA1,0.0004980594356794076
1210,RAB11B.AS1,0.0004962086642300173
152,AVEN,0.0004960271852113149
1992,ZNF784,0.0004956281111403925
1986,ZNF667.AS1,0.000495491223876692
448,DOK7,0.0004953933496538467
237,CCDC167,0.0004951235015377526
1860,TTC13,0.0004909383877403817
1587,SATB1,0.00048519018626250367
154,B3GLCT,0.0004794702960403207
1222,RASGRP1,0.0004774543484564286
274,CDR2,0.0004768693836984966
781,KCNN4,0.00047411534822058875
1741,SVIL,0.00047319074169017457
575,FXYD1,0.00047302343606745844
563,FOLR2,0.0004673767612493199
942,MIAT,0.0004663433127037565
1641,SLC22A15,0.00046568429248120577
793,KLF10,0.000465658882157712
262,CD80,0.0004656245596075579
1247,RHOBTB3,0.00046361314276433565
729,IL17RC,0.00046342235877786507
679,HPS6,0.0004629991787221469
1023,NIBAN1,0.0004617682918493683
1104,PEG10,0.00045964158183753827
82,ALKBH3,0.00045903968923256626
518,FABP5,0.00045792579281469023
1693,SOCS7,0.0004560746046789969
733,IL2RA,0.0004540166597910658
967,MT1F,0.0004506064384981222
1055,NUP133,0.00044956919582990576
1111,PFN1P2,0.00044534704263996227
81,ALG2,0.00044470455864322015
1236,RFX7,0.0004428240208727856
693,IFI30,0.0004419223224906953
580,GALNTL6,0.00044142563461319246
1945,ZFHX3,0.000441343464299546
803,KPNA2,0.00044030810493332303
281,CENPV,0.0004393277937897664
138,ATF5,0.0004318357511060168
2004,ZSWIM9,0.00043162698063626333
178,BMERB1,0.0004301681082654815
52,ADAMTS7P4,0.0004289430829120681
979,MTX2,0.0004278366919532411
1399,RP11.445F6.2,0.0004264974910816995
577,GAB3,0.0004251337052998055
1631,SKAP1,0.0004198792168262104
139,ATG4D,0.00041715745103070885
951,MKKS,0.00041649116518143456
1703,SPATS2,0.0004157717415795258
1025,NIP7,0.00041548279052667516
1819,TMEM60,0.00041543351538006376
1050,NUDT17,0.0004151912106498714
952,MLKL,0.00041452271786027444
1800,TMED1,0.0004113170023156171
440,DNAJC5B,0.00041012691562322266
1848,TRAM2,0.0004100328178960635
1200,PTMS,0.00040929354396466403
592,GEMIN7,0.0004092696439436598
816,LAX1,0.00040896814131418605
1529,RP5.1091N2.9,0.0004081255343496509
229,CATSPER2P1,0.00040782484804868243
277,CECR7,0.0004077000898792264
1483,RP11.819C21.1,0.00040768042213506226
1854,TRIM69,0.000407190561644129
1673,SMG9,0.0004070067831635415
564,FOXO4,0.0004067473287320819
1571,RPSAP58,0.00040629293638785093
1288,RORA,0.00040615819740597204
573,FUT7,0.00040525838413861743
554,FKBP11,0.00040311039750523016
183,BOLA3,0.00040154024060440726
913,MAP1LC3A,0.00040093241601950753
290,CH17.84K15.2,0.00040081693564635317
610,GOLPH3.DT,0.0003993994975297351
143,ATP2B4,0.0003991515764731064
341,CPSF4,0.00039729713731589906
964,MSRB2,0.00039502504472912087
133,ARSG,0.00039347782778376475
1881,UBE2D4,0.0003923256224559828
815,LARGE1,0.0003908727773406007
915,MAP3K7CL,0.00039065642077731097
1618,SFXN3,0.0003902212983385706
1252,RLN2,0.00038985305472967084
1738,SUPT3H,0.00038890776682295444
162,BATF,0.0003876316003599501
325,COL18A1,0.0003875239752269552
1996,ZNF813,0.0003838639557827611
1778,TESC,0.00038353028974477405
1274,RNF135,0.00038281256856543356
1113,PGAM5,0.0003824245120968204
963,MRTFA,0.0003821414140721908
506,EPHB6,0.00038127549167784296
