,genes,importance
707,RPS10P7,0.0002861524580257778
499,RNU6.1257P,0.0002857980151775552
853,AC093382.1,0.00028320693874093523
106,CD70,0.0002831317872513176
345,LINC02391,0.0002822286239181435
508,RP11.1007O24.2,0.00028155748253419645
1121,RP11.276H1.3,0.00028153266675018135
94,CCR5,0.0002805578978441591
1032,MKNK1.AS1,0.0002795739664774858
273,HMGN2P20,0.0002794249298569939
447,POLR2J4_ENSG00000214783,0.0002787260807640442
357,LRRC74B,0.00027798679088720477
1099,RP11.142O6.1,0.0002770633670332754
89,CCDC160,0.0002765528705794966
1009,LINC01694,0.00027400955830418817
782,TMEM240,0.00027318385608660257
742,SLFNL1.AS1,0.0002730447744759447
122,CEP83.DT,0.00027174134977660377
251,GOLGA5P1,0.00027123994146668147
584,RP11.398J13.1,0.00027064891062353514
714,RTKN2,0.00027023454743994966
228,FKBP14.AS1,0.0002699107071707597
356,LRRC63,0.0002698364840456259
142,CRYBG2,0.00026975308353150405
188,DLEU7,0.0002690093319148938
1005,LINC01359,0.0002678623129501558
550,RP11.271K11.5,0.00026750416953941723
857,AC116366.7,0.0002672445527323301
211,ERFE,0.00026718394245561105
571,RP11.34P13.13,0.00026583591278691546
364,MAP2K4P1,0.00026432598942950994
245,GHSR,0.00026304994877329393
931,CTLA4,0.00026302092247075054
405,NPM1P20,0.00026223140426292037
703,RPL34P27,0.000262184877005336
22,AC025442.4,0.00026159252981405883
69,BTLA,0.00026146389521006783
849,AC069513.4,0.0002614497021470173
29,AC093627.8,0.00026042525057545513
640,RP11.732A19.8,0.00025978382837606493
370,Metazoa_SRP_ENSG00000277950,0.0002595562883189107
750,SNORD13,0.00025633638405470543
35,ACSL6,0.0002560521143092391
1090,RP11.110I1.6,0.0002539062119248536
754,SPESP1,0.0002532278053283469
669,RP13.104F24.3,0.000252791763416379
183,DEPDC4,0.0002523172765912211
129,CIRBP.AS1,0.00025153979178543464
309,KIF7,0.00025144160325135916
373,MINDY4,0.000251064435576223
319,LA16c.OS12.2,0.000249674273109438
17,AC010226.4,0.00024881314705770327
867,AP002381.2,0.0002485675204932833
1110,RP11.20I23.5,0.00024761826780427324
159,CTD.2287O16.1,0.0002473657237390564
260,GPR55,0.00024724249247095627
178,CYP51A1.AS1,0.00024716192998006147
286,IFNG.AS1,0.0002469252035654798
148,CTC.366B18.4,0.00024652698039607585
570,RP11.344P13.6,0.0002454759062017225
1033,MMP28,0.0002449829843635657
401,NIFKP6,0.00024450610732907176
386,MYBL2,0.00024320704429084365
600,RP11.477D19.2,0.00024256985688340677
427,PCDHGB5,0.0002416727354135162
1023,LSM12P1,0.0002413805311565791
392,NCAPG,0.00024071049759301396
795,TRAV8.5,0.00024040363621212013
180,DCXR.DT,0.00023992110436778867
190,DLGAP5,0.0002360202860357569
1203,RP5.940J5.8,0.0002358829897608395
621,RP11.5G9.5,0.00023580599215217932
432,PDXP.DT,0.00023560170731219853
1050,OLA1P1,0.00023505694851048178
444,PLEKHB1,0.00023374484858188714
139,COX6CP17,0.00023289470904674676
1174,RP11.574K11.27,0.00023207067857435485
164,CTD.2521M24.8,0.00023146662071482445
491,RN7SL481P,0.00023138017079710167
341,LINC02050,0.0002311589588898202
643,RP11.73M7.9,0.0002311472570605121
625,RP11.665C16.6,0.00023043610180075016
442,PLCD4,0.00023041156520983328
1230,SMU1P1,0.00023030626245565148
317,KRT8P39,0.00023013630682917446
8,AC006486.10,0.00022896973618136718
688,RP5.837O21.2,0.00022841405544214268
1017,LINC02666,0.0002276524202363772
388,MYO7B,0.00022754351516852617
976,HSP90AB3P,0.00022746221489697635
346,LINC02404,0.00022663800341832488
244,GHET1,0.00022571315650904655
894,CFAP58,0.00022504210235073933
119,CENPA,0.00022499504086312148
684,RP5.1098D14.1,0.00022444960344906415
1132,RP11.333J10.2,0.0002242130235956652
824,XXyac.YR21IF11.3,0.00022369275352994853
720,SC22CB.1E7.1,0.00022301501149859493
128,CHORDC1P4,0.00022096694998003828
762,STK33,0.00021971438060224642
383,MTMR9LP,0.000219588226230758
25,AC027601.1,0.00021881184952141097
1196,RP3.522J7.5,0.00021782540206773476
710,RPS25P3,0.00021555401700215697
337,LINC01617,0.00021547434934504465
1063,PJVK,0.00021522750979665556
596,RP11.466F5.4,0.00021519153334736068
560,RP11.306I1.2,0.00021423468934969386
678,RP4.575N6.4,0.00021397257714446846
1172,RP11.558F24.2,0.00021360268847273243
574,RP11.362K14.7,0.0002133717785953838
162,CTD.2366F13.1,0.00021109140366770064
396,NEK2,0.00021015767871708613
914,CSNK1G2.AS1,0.00021010658963827492
266,H3C8,0.00020984136041425478
93,CCR4,0.00020982878458661203
650,RP11.777F6.3,0.00020955221548755697
1216,RPS20P14,0.00020868155486746437
697,RPL18P10,0.00020825131556489958
1026,MAMDC2.AS1,0.00020819526424265943
24,AC026202.3,0.00020790608944648844
585,RP11.399K21.12,0.00020767843078330826
906,CNGB3,0.00020725323408691542
927,CTD.2555A7.3,0.0002060214357710086
484,RN7SL113P,0.0002060040167885432
