,genes,importance
1423,GIMAP7,0.0010848234136945649
3699,RPL27A,0.001055139027224509
4448,TSC22D3,0.0010529278604213075
3717,RPL39,0.0010235485530564392
4241,TCL6,0.0010117378804722884
3047,RNASE6,0.0010072672741773684
2681,PHACTR1,0.0010065264832152254
1125,EFHD2,0.0009957310199719886
3800,RUBCNL,0.0009953026587733586
1297,FCER1G,0.0009914127310114214
3748,RPS16,0.0009693486409642292
4308,TMEM123,0.0009541629584219757
2961,REL,0.0009458078640249712
3744,RPS13,0.000939758479079849
2220,MARCKS,0.0009309160640339142
4550,USP12,0.0009213993569387198
540,CCDC50,0.0009184112641912462
3692,RPL23A,0.0009068680939436837
1582,HLA.DOB,0.0008879224532114602
2477,NKG7,0.0008867763071947118
2236,MCL1,0.0008732509348307806
1,AAK1,0.0008717437397884775
1932,KLRD1,0.0008486115313795698
609,CD7,0.0008398547355999712
2080,LINC01857,0.0008359800458926524
1163,EML6,0.0008296095264226331
4292,TKT,0.0008086818635306909
3782,RPSA,0.0007976230844756325
4031,SLFN5,0.0007840708568883462
132,ADGRE5,0.0007834546905026002
2287,MIDN,0.0007808757287689526
3712,RPL36,0.0007736697260401236
579,CD1C,0.0007652875212763382
1777,IL32,0.0007569953075987802
1664,ID2,0.0007558941755844813
2741,PLEKHG1,0.0007509401668541169
2201,MALAT1,0.0007472321078806633
1065,DRAM2,0.0007451339815582294
831,CST7,0.0007416313030286846
1807,IQGAP2,0.0007401006869795739
1420,GIMAP4,0.0007390685665540423
2189,LYST,0.0007304021713081235
1434,GLRX,0.000717148348874685
628,CDCA7L,0.0007142973316030711
934,CTSD,0.0007139150399426325
577,CD19,0.0007110987032189911
1103,EBLN3P,0.0007097458444970431
3679,RPL15,0.0006899865816942781
1446,GNLY,0.0006864937412879192
777,CNTNAP2,0.00068534768868404
3767,RPS3,0.000684631089690343
2706,PIP4K2A,0.0006844890971213162
4569,UVRAG,0.0006829167085699577
4083,SNX22,0.000680424173529286
3858,SEL1L3,0.000678637817158163
937,CTSW,0.0006765185000017208
452,C16orf74,0.0006750578383409157
2740,PLEKHF2,0.0006706379292732669
2428,NCF2,0.0006688249266958432
4534,UGT8,0.0006682970131182955
2780,POU2F2,0.0006671435023341943
1412,GDF7,0.0006606988233865257
600,CD3E,0.0006579408995128533
580,CD2,0.0006506819520626241
3710,RPL35,0.0006379902794218246
2736,PLEKHA2,0.0006364728396311271
2702,PIK3IP1,0.0006254713087213097
9,ABCB4,0.0006240826319617001
599,CD3D,0.0006210466190003902
3670,RPL12,0.0006199063552103187
3666,RPL10A,0.0006195764205282993
3716,RPL38,0.0006185615601105957
2412,NAPSB,0.0006169503910608396
4085,SNX29,0.0006167091531320471
3701,RPL3,0.0006154725314714439
610,CD72,0.000612673807142215
1521,GZMB,0.0006106368740355149
499,CAPN2,0.0006075824516382273
2285,MICAL3,0.0006031196424961268
2580,OSBPL10,0.0006025832415596451
1845,JUN,0.0006014060112644075
3735,RPLP0,0.0005969664049770254
2493,NOP53,0.0005960119438977589
1441,GNA12,0.000589311611006344
4106,SP140L,0.000588712763469021
3524,RP11.796E2.4,0.0005880388818889458
1003,DENND5B,0.0005872278750235067
587,CD247,0.0005846425237791237
1840,JCHAIN,0.0005832949822465029
443,C12orf42,0.000581409989447659
3723,RPL5,0.0005808033341477108
1477,GPR183,0.0005763784097035618
1868,KCNH8,0.0005709631649150756
622,CDC42EP3,0.0005687003052261513
3753,RPS2,0.0005634076658936897
374,BCL11B,0.0005562645509851666
3715,RPL37A,0.0005561365111741276
3741,RPS10,0.0005510749407279876
1375,GAB1,0.0005497197335782862
4082,SNX2,0.0005490074292864263
1083,DUSP2,0.0005443940342582867
1825,ITGB2,0.0005441547348754623
4615,WEE1,0.0005439143130142802
263,AREG,0.0005424147081153516
2076,LINC01781,0.0005421899876614553
2597,P2RY14,0.0005421423371456198
1627,HOPX,0.0005372305809776318
2818,PRF1,0.0005342660191672081
4666,ZBTB16,0.0005301930575800802
2558,OPTN,0.0005189077603391148
164,AGPAT5,0.0005091524272513099
601,CD3G,0.0005036375824537837
786,COL4A4,0.0005034509587027188
4068,SNHG7,0.0004993376693873283
4503,TXN,0.0004984287110123377
2958,RCSD1,0.0004942145221454751
3270,RP11.297B17.3,0.0004932764365021967
51,AC013463.2,0.000491986981582736
172,AIDA,0.0004892614946715172
1697,IGHG3,0.0004883539155580278
1675,IFITM1,0.00048326262875787685
4681,ZCCHC7,0.0004813687672171296
4103,SP100,0.00048033480083510376
3691,RPL23,0.0004786912324980665
1524,GZMM,0.0004772372743729091
1057,DOK2,0.0004765864584896127
2429,NCK2,0.0004764010860568237
1822,ITGAL,0.00047522287839389535
2183,LY9,0.0004718754859695537
1656,HVCN1,0.0004674561315792644
1212,EZR,0.00046703576415633297
2867,PTPN1,0.00046576647593451646
2495,NOTCH2,0.00046287600387419657
725,CIRBP,0.00045923399323448037
231,ANXA4,0.00045878763186072975
3727,RPL7A,0.00045425264800126933
3758,RPS25,0.00045259747182222897
1823,ITGAM,0.0004524734020511376
2779,POU2AF1,0.0004441471814652367
1965,LARGE1,0.0004440457491330233
568,CCSER1,0.0004340167800406035
316,ATF7IP,0.0004323868133888678
2103,LINC02422,0.0004307915763066197
1520,GZMA,0.0004296620859608013
2166,LRRK2,0.0004262546104294861
4124,SPPL2B,0.0004238127169820538
3665,RPL10,0.0004236836886599149
4595,WASHC4,0.000422777526887933
648,CEBPD,0.000418735889790524
2887,PYHIN1,0.00041847403117177816
1571,HHEX,0.00041601753765208103
4544,UPP1,0.00041152661926398504
4491,TUBA1A,0.00040900202250571474
2915,RACK1,0.0004071068163848509
2193,MACROD2,0.00040538415807954957
2372,MTSS1,0.0004042840514546128
3778,RPS7,0.00040256615229588855
4714,ZNF107,0.0004008927763490307
2669,PEG10,0.00039904957907192844
4037,SMARCB1,0.00039797421293968655
1113,EEF1B2,0.0003950398932342301
3678,RPL14,0.0003903552417342808
1933,KLRF1,0.0003860295228718823
4326,TMEM243,0.0003807482233149155
2810,PRDM1,0.00037576707696062
1926,KLRB1,0.0003734744065369901
1498,GRN,0.00037204901136165966
1973,LCK,0.0003681187637817591
4501,TXK,0.0003680754360130682
1576,HIPK2,0.00036733840308083
3702,RPL31,0.0003669289428241589
2939,RB1,0.0003661642012064444
2027,LINC00861,0.000365940335586225
2381,MYC,0.0003650263276834073
382,BEND5,0.0003636778631693562
4165,STK17A,0.00036258519678190166
3810,S100A11,0.0003608226706381645
1304,FCHSD2,0.0003604938909359201
2550,ODC1,0.0003603171213210011
4200,TAF1D,0.0003601037717027447
1987,LGALS3,0.00035818368220329476
388,BHLHE41,0.00035282939321072774
4145,SSPN,0.0003519818278545062
4563,USP8,0.0003517496423474488
832,CSTA,0.00035026441988197455
355,BACE2,0.0003441631770033509
3828,SAV1,0.00034227366558655075
3698,RPL27,0.0003419191716547699
4229,TBC1D9,0.0003405370643912103
2604,PAG1,0.00033871775136554236
2131,LMBRD1,0.0003333057816857385
2277,MGAT4A,0.0003276370544310583
1495,GRK3,0.00032619199085191287
4260,TFEC,0.0003253888846233914
4386,TOX,0.0003247734972594955
3067,RNGTT,0.00032394030430979757
1107,EEF1A1,0.00032347177680399947
829,CSNK1G3,0.0003209623942749743
4562,USP6NL,0.0003183585944627669
288,ARID5B,0.00031717365023901267
4587,VPS13C,0.0003167262968070222
4686,ZDHHC21,0.00031288351955562993
2255,MEGF9,0.00031265525161311897
